acquisition_channel,cancel_year_month,duration_month,fiber_or_adsl,has_retention,offer,recruit_year_month,sub_offer,total_bill,churn
phone,2016-06,5,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,40,N
phone,2019-08,43,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,0,N
online,2016-10,9,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,370,N
online,2021-04,51,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2150,N
phone,2017-10,21,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1300,N
outgoing call - promo,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2060,N
online,2019-02,37,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1850,N
outgoing call - promo,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2100,N
phone,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3790,N
phone,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2400,N
outgoing call - promo,2017-12,11,adsl,FALSE,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,170,N
phone,2019-10,45,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2120,N
phone,2019-05,40,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1800,N
online,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3360,N
phone,2017-09,20,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1030,N
phone,2019-08,43,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2370,N
online,2019-07,42,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2000,N
phone,2017-11,10,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,410,N
outgoing call - promo,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2170,N
online,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2540,N
online,2020-11,58,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2380,N
phone,2017-11,10,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,620,N
online,2019-11,34,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1290,N
phone,2017-01,0,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,0,N
online,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2450,N
online,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1580,N
online,2019-07,42,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1740,N
outgoing call - promo,2017-07,6,fiber,FALSE,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,0,N
pos,2018-02,13,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,620,N
outgoing call - promo,2018-06,17,fiber,FALSE,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,0,N
phone,2017-04,15,fiber,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,630,N
phone,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2990,N
phone,2017-12,23,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1020,N
phone,2017-12,11,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,540,N
online,2018-10,21,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,930,N
outgoing call - promo,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2310,N
phone,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,5790,N
online,N/A,N/A,fiber,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,2910,N
outgoing call - promo,2018-03,14,adsl,FALSE,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,230,N
pos,N/A,N/A,fiber,TRUE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,2830,N
phone,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3530,N
online,2016-07,6,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,0,N
pos,2016-12,11,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,330,N
online,2016-08,7,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,90,N
online,2019-10,45,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,1550,N
phone,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3120,N
online,2018-07,30,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1220,N
pos,2018-10,21,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,890,N
outgoing call - promo,2017-03,14,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,300,N
online,2019-03,26,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1100,N
phone,N/A,N/A,adsl,TRUE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2800,N
outgoing call - promo,2018-08,19,adsl,FALSE,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,610,N
online,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2490,N
pos,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3830,N
phone,2016-12,11,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,470,N
online,2017-06,5,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,290,N
phone,2018-01,24,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,920,N
pos,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2570,N
phone,2018-01,24,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,870,N
online,2016-07,6,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,310,N
phone,2017-03,2,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,130,N
phone,2017-11,10,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,450,N
pos,2017-10,21,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,930,N
online,2017-10,21,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1180,N
phone,2017-10,21,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,890,N
pos,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2890,N
phone,2017-01,12,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,590,N
phone,2018-03,14,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,640,N
pos,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2910,N
phone,2017-08,7,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,310,N
phone,2017-10,9,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,710,N
online,2017-06,17,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,680,N
online,2020-03,38,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1720,N
pos,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,4500,N
phone,2019-02,25,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1030,N
pos,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,3290,N
phone,2016-10,9,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,400,N
online,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2650,N
phone,2018-06,17,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,850,N
phone,2020-01,48,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2010,N
phone,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,4570,N
outgoing call - promo,2017-04,3,adsl,FALSE,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,0,N
phone,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2510,N
outgoing call - promo,2017-06,17,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,480,N
online,2017-06,17,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,780,N
pos,2016-02,1,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,0,N
outgoing call - promo,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3950,N
phone,2019-07,42,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1730,N
pos,2017-05,16,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,720,N
pos,2016-12,11,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,500,N
phone,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2410,N
pos,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2960,N
outgoing call - promo,2017-02,1,fiber,FALSE,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,0,N
outgoing call - promo,2016-01,0,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,0,N
phone,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3040,N
outgoing call - promo,2020-12,59,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2310,N
pos,2016-08,7,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,340,N
online,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3040,N
phone,2018-08,31,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1270,N
phone,2018-01,12,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,590,N
phone,2019-07,30,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1250,N
phone,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2420,N
outgoing call - promo,2017-03,2,fiber,FALSE,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,0,N
pos,2019-05,28,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1200,N
pos,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2470,N
outgoing call - promo,N/A,N/A,adsl,FALSE,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,2050,N
outgoing call - promo,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2740,N
online,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2850,N
outgoing call - promo,2018-11,34,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1220,N
phone,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2470,N
online,2018-10,33,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1290,N
phone,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3000,N
pos,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2550,N
online,2016-02,1,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,180,N
phone,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2490,N
phone,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2950,N
online,2016-08,7,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,330,N
phone,N/A,N/A,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,3120,N
online,2021-10,57,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2340,N
phone,2019-11,34,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1640,N
online,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2460,N
phone,2018-06,29,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1220,N
outgoing call - promo,2019-06,29,adsl,FALSE,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,970,N
pos,2019-01,36,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1490,N
online,N/A,N/A,fiber,TRUE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2040,N
phone,2018-06,29,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1210,N
mail,2018-01,24,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,1100,N
phone,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2900,N
online,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2930,N
phone,2017-03,14,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,610,N
phone,2016-11,10,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,480,N
phone,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2600,N
phone,2017-07,18,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,970,N
phone,2019-04,27,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1160,N
online,2017-08,7,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,330,N
online,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2420,N
pos,2017-03,2,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,80,N
phone,2019-02,37,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1510,N
outgoing call - promo,2017-08,7,adsl,FALSE,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,120,N
outgoing call - promo,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1920,N
outgoing call - promo,2018-02,13,adsl,FALSE,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,210,N
online,2017-12,23,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,930,N
online,2018-03,26,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,970,N
phone,2018-07,18,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,770,N
outgoing call - promo,2018-11,22,adsl,FALSE,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,530,N
outgoing call - promo,2017-10,9,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,310,N
phone,2017-01,0,adsl,FALSE,#8:Freebox Revolution 2999eur,2017-01,8.2:Freebox Revolution 2999eur,0,N
online,2018-03,14,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,490,N
online,2018-10,21,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,890,N
online,2016-10,9,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,210,N
online,2021-10,57,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2330,N
phone,2017-06,5,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,0,N
phone,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3260,N
online,2019-08,43,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1880,N
pos,2016-11,10,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,440,N
phone,2018-01,24,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1500,N
phone,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2990,N
phone,2020-09,56,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3390,N
pos,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2380,N
outgoing call - promo,2017-09,20,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,650,N
online,2016-11,10,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,490,N
online,2016-02,1,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,90,N
online,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,3050,N
pos,2020-10,45,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1860,N
phone,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,3140,N
pos,2020-01,36,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1650,N
outgoing call - promo,2017-03,14,fiber,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,250,N
online,2019-03,26,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1620,N
online,2016-09,8,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,0,N
online,2019-09,44,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,2060,N
